movie_id|genre
5|Crime
5|Comedy
6|Action
6|Thriller
6|Crime
11|Adventure
11|Action
11|Science
11|Fiction
12|Animation
12|Family
13|Comedy
13|Drama
13|Romance
14|Drama
15|Mystery
15|Drama
16|Drama
16|Crime
16|Music
18|Adventure
18|Fantasy
18|Action
18|Thriller
18|Science
18|Fiction
19|Drama
19|Science
19|Fiction
20|Drama
20|Romance
22|Adventure
22|Fantasy
22|Action
24|Action
24|Crime
25|Drama
25|War
27|Drama
27|Music
27|Romance
28|Drama
28|War
33|Western
35|Animation
35|Comedy
35|Family
38|Science
38|Fiction
38|Drama
38|Romance
55|Drama
55|Thriller
58|Adventure
58|Fantasy
58|Action
59|Drama
59|Thriller
59|Crime
62|Science
62|Fiction
62|Mystery
62|Adventure
63|Science
63|Fiction
63|Thriller
63|Mystery
64|Drama
64|Romance
65|Drama
66|Crime
66|Drama
66|Thriller
67|Thriller
67|Crime
67|Drama
69|Drama
69|Music
69|Romance
70|Drama
71|Drama
71|Comedy
71|Music
73|Drama
74|Adventure
74|Thriller
74|Science
74|Fiction
75|Comedy
75|Fantasy
75|Science
75|Fiction
76|Drama
76|Romance
77|Mystery
77|Thriller
78|Science
78|Fiction
78|Drama
78|Thriller
79|Drama
79|Adventure
79|Action
79|History
80|Drama
80|Romance
81|Adventure
81|Animation
81|Fantasy
82|Action
82|Adventure
82|Crime
82|Thriller
83|Drama
83|Thriller
85|Adventure
85|Action
87|Adventure
87|Action
88|Drama
88|Music
88|Romance
89|Adventure
89|Action
90|Action
90|Comedy
90|Crime
95|Action
95|Thriller
95|Science
95|Fiction
95|Adventure
96|Action
96|Comedy
96|Crime
97|Science
97|Fiction
97|Action
97|Adventure
98|Action
98|Drama
98|Adventure
99|Comedy
99|Drama
100|Comedy
100|Crime
101|Thriller
101|Crime
101|Drama
103|Crime
103|Drama
104|Action
104|Drama
104|Thriller
105|Adventure
105|Comedy
105|Science
105|Fiction
105|Family
106|Science
106|Fiction
106|Action
106|Adventure
106|Thriller
107|Thriller
107|Crime
111|Action
111|Crime
111|Drama
111|Thriller
113|Drama
114|Romance
114|Comedy
115|Comedy
115|Crime
116|Drama
116|Thriller
116|Crime
116|Romance
117|Crime
117|Drama
117|History
117|Thriller
118|Adventure
118|Comedy
118|Family
118|Fantasy
120|Adventure
120|Fantasy
120|Action
121|Adventure
121|Fantasy
121|Action
122|Adventure
122|Fantasy
122|Action
123|Fantasy
123|Drama
123|Animation
123|Adventure
128|Adventure
128|Fantasy
128|Animation
129|Fantasy
129|Adventure
129|Animation
129|Family
134|Action
134|Adventure
134|Comedy
137|Romance
137|Fantasy
137|Drama
137|Comedy
138|Horror
140|Crime
140|Drama
140|Romance
140|Thriller
141|Fantasy
141|Drama
141|Mystery
142|Drama
142|Romance
144|Drama
144|Fantasy
144|Romance
145|Drama
145|Romance
146|Adventure
146|Drama
146|Action
146|Romance
149|Science
149|Fiction
149|Animation
150|Thriller
150|Action
150|Comedy
150|Crime
150|Drama
152|Science
152|Fiction
152|Adventure
152|Mystery
153|Drama
154|Action
154|Adventure
154|Science
154|Fiction
154|Thriller
155|Drama
155|Action
155|Crime
155|Thriller
157|Science
157|Fiction
157|Action
157|Adventure
157|Thriller
161|Thriller
161|Crime
162|Fantasy
162|Drama
162|Romance
163|Thriller
163|Crime
164|Comedy
164|Drama
164|Romance
165|Adventure
165|Comedy
165|Family
165|Science
165|Fiction
167|Drama
167|Science
167|Fiction
168|Science
168|Fiction
168|Adventure
169|Science
169|Fiction
169|Action
169|Thriller
170|Horror
170|Thriller
170|Science
170|Fiction
172|Science
172|Fiction
172|Action
172|Adventure
172|Thriller
173|Adventure
173|Drama
173|Science
173|Fiction
174|Science
174|Fiction
174|Action
174|Adventure
174|Thriller
176|Horror
176|Mystery
176|Crime
177|Comedy
177|Drama
178|Drama
178|Action
178|Thriller
179|Crime
179|Thriller
180|Action
180|Thriller
180|Science
180|Fiction
180|Mystery
182|War
182|Crime
182|Drama
182|Mystery
182|Romance
182|Thriller
183|Adventure
183|Comedy
183|Drama
183|Family
183|Romance
184|Action
184|Crime
184|Drama
184|Thriller
185|Science
185|Fiction
185|Drama
186|Drama
186|Thriller
186|Crime
186|Mystery
187|Action
187|Thriller
187|Crime
189|Crime
189|Thriller
192|Drama
192|Thriller
192|Mystery
193|Science
193|Fiction
193|Action
193|Adventure
193|Thriller
194|Comedy
194|Romance
196|Adventure
196|Comedy
196|Family
196|Science
196|Fiction
197|Action
197|Drama
197|History
197|War
199|Science
199|Fiction
199|Action
199|Adventure
199|Thriller
200|Science
200|Fiction
200|Action
200|Adventure
200|Thriller
201|Science
201|Fiction
201|Action
201|Adventure
201|Thriller
203|Drama
203|Crime
205|Drama
205|History
205|War
207|Drama
213|Mystery
213|Thriller
214|Horror
214|Thriller
214|Crime
215|Horror
217|Adventure
217|Action
218|Action
218|Thriller
218|Science
218|Fiction
219|Comedy
219|Drama
219|Romance
223|Drama
223|Mystery
226|Crime
226|Drama
227|Crime
227|Drama
231|Drama
231|Thriller
232|Action
232|Adventure
232|Crime
232|Drama
232|Romance
233|Drama
235|Crime
235|Drama
236|Drama
236|Comedy
236|Romance
237|Drama
237|Thriller
237|Crime
237|Romance
238|Drama
238|Crime
239|Comedy
239|Romance
240|Drama
240|Crime
241|Crime
241|Thriller
241|Drama
242|Crime
242|Drama
242|Thriller
243|Comedy
243|Drama
243|Romance
243|Music
244|Action
244|Adventure
244|Drama
244|Horror
245|Drama
245|Comedy
245|Romance
248|Comedy
248|Drama
251|Fantasy
251|Drama
251|Thriller
251|Mystery
251|Romance
252|Family
252|Fantasy
253|Adventure
253|Action
253|Thriller
254|Adventure
254|Drama
254|Action
257|Crime
257|Drama
257|Family
261|Drama
261|Romance
266|Drama
268|Fantasy
268|Action
272|Action
272|Crime
272|Drama
274|Crime
274|Drama
274|Thriller
275|Crime
275|Drama
275|Thriller
277|Fantasy
277|Action
277|Thriller
278|Drama
278|Crime
279|Drama
279|History
279|Music
280|Action
280|Thriller
280|Science
280|Fiction
281|Crime
281|Drama
281|Science
281|Fiction
281|Thriller
284|Comedy
284|Drama
284|Romance
285|Adventure
285|Fantasy
285|Action
287|Comedy
287|Romance
288|Western
289|Drama
289|Romance
290|Comedy
290|Drama
291|Documentary
292|Comedy
292|Documentary
292|Music
293|Drama
294|Drama
294|Romance
296|Action
296|Thriller
296|Science
296|Fiction
297|Fantasy
297|Drama
297|Mystery
298|Crime
298|Thriller
300|Comedy
300|Drama
300|Fantasy
301|Western
302|Thriller
302|Crime
303|Thriller
303|Drama
303|Romance
306|Action
306|Comedy
306|Crime
308|Comedy
308|Drama
308|Mystery
308|Romance
310|Fantasy
310|Comedy
313|Romance
313|Drama
314|Action
314|Crime
319|Action
319|Thriller
319|Crime
319|Romance
320|Crime
320|Mystery
320|Thriller
321|Comedy
321|Romance
322|Thriller
322|Crime
322|Drama
322|Mystery
326|Action
326|Crime
326|Horror
326|Thriller
327|Crime
327|Drama
327|Thriller
329|Adventure
329|Science
329|Fiction
330|Adventure
330|Action
330|Science
330|Fiction
331|Adventure
331|Action
331|Thriller
331|Science
331|Fiction
334|Drama
335|Western
337|Drama
338|Comedy
338|Drama
338|Romance
339|Comedy
339|Drama
340|Comedy
340|Drama
345|Mystery
345|Drama
346|Action
346|Drama
348|Horror
348|Action
348|Thriller
348|Science
348|Fiction
350|Comedy
350|Drama
350|Romance
363|Drama
363|Romance
364|Action
364|Fantasy
377|Horror
378|Comedy
378|Crime
379|Drama
379|Thriller
379|Crime
380|Drama
381|Crime
381|Drama
381|Mystery
381|Romance
381|Thriller
387|Action
387|Drama
387|History
387|War
387|Adventure
388|Crime
388|Drama
388|Thriller
389|Drama
391|Western
392|Comedy
392|Drama
392|Romance
393|Action
393|Crime
393|Thriller
395|Adventure
395|Science
395|Fiction
395|Action
396|Drama
398|Crime
398|Drama
400|Drama
400|Crime
401|Comedy
401|Drama
401|Romance
402|Thriller
402|Mystery
403|Comedy
403|Drama
408|Fantasy
408|Animation
408|Family
409|Drama
409|Romance
409|War
411|Adventure
411|Family
411|Fantasy
414|Action
414|Crime
414|Fantasy
415|Action
415|Crime
415|Fantasy
421|Adventure
421|Comedy
421|Drama
423|Drama
423|War
424|Drama
424|History
424|War
425|Animation
425|Comedy
425|Family
425|Adventure
426|Mystery
426|Romance
426|Thriller
429|Western
430|Comedy
430|Family
431|Thriller
431|Science
431|Fiction
431|Mystery
433|Comedy
433|Family
433|Fantasy
435|Action
435|Adventure
435|Science
435|Fiction
435|Thriller
439|Comedy
439|Drama
440|Fantasy
440|Action
440|Science
440|Fiction
440|Thriller
440|Horror
441|Drama
441|Comedy
442|Comedy
442|Drama
445|Mystery
445|Drama
445|Thriller
451|Drama
451|Romance
452|Drama
452|Comedy
453|Drama
453|Romance
454|Drama
454|Romance
455|Comedy
455|Drama
455|Romance
462|Drama
470|Drama
470|Crime
470|Thriller
473|Mystery
473|Drama
473|Thriller
475|Crime
475|Drama
476|Crime
476|Drama
479|Action
479|Adventure
479|Crime
479|Thriller
482|Adventure
482|Action
482|Thriller
482|Crime
483|Comedy
483|Crime
483|Thriller
488|Adventure
488|War
488|Romance
489|Drama
492|Fantasy
492|Drama
492|Comedy
493|Action
493|Adventure
493|Crime
493|Mystery
494|Adventure
494|Action
494|Thriller
494|Crime
494|Mystery
496|Comedy
497|Fantasy
497|Drama
497|Crime
500|Crime
500|Thriller
503|Adventure
503|Action
503|Drama
503|Thriller
504|Crime
504|Drama
505|Crime
505|Drama
506|Crime
506|Drama
506|Mystery
506|Thriller
507|Action
507|Crime
507|Drama
507|Thriller
508|Comedy
508|Romance
508|Drama
509|Comedy
510|Drama
512|Comedy
512|Mystery
513|Drama
513|Romance
521|Crime
521|Mystery
521|Thriller
522|Comedy
522|Drama
522|History
524|Drama
524|Crime
525|Music
525|Comedy
525|Action
525|Crime
526|Adventure
526|Drama
526|Fantasy
526|Romance
527|Drama
533|Adventure
533|Animation
533|Comedy
533|Family
534|Action
534|Science
534|Fiction
534|Thriller
535|Drama
535|Music
535|Romance
539|Drama
539|Horror
539|Thriller
544|Romance
544|Comedy
546|Drama
547|Drama
547|Romance
548|Crime
548|Drama
548|Mystery
549|Drama
549|History
550|Drama
551|Action
551|Adventure
553|Crime
553|Drama
553|Thriller
557|Fantasy
557|Action
558|Action
558|Adventure
558|Fantasy
559|Fantasy
559|Action
559|Adventure
561|Drama
561|Fantasy
561|Horror
562|Action
562|Thriller
563|Adventure
563|Action
563|Thriller
563|Science
563|Fiction
564|Adventure
564|Action
564|Fantasy
565|Horror
565|Mystery
567|Drama
567|Mystery
567|Thriller
568|Drama
571|Horror
573|Crime
573|Drama
573|Mystery
573|Thriller
574|Adventure
574|Crime
574|Drama
574|Mystery
574|Thriller
576|Adventure
576|Western
577|Fantasy
577|Drama
577|Comedy
577|Thriller
578|Horror
578|Thriller
578|Adventure
579|Horror
579|Thriller
580|Adventure
580|Thriller
581|Adventure
581|Drama
581|Western
582|Drama
582|Thriller
583|Comedy
584|Action
584|Crime
584|Thriller
585|Animation
585|Comedy
585|Family
586|Comedy
586|Drama
587|Adventure
587|Fantasy
587|Drama
588|Horror
588|Mystery
590|Drama
591|Thriller
591|Mystery
592|Crime
592|Drama
592|Mystery
594|Comedy
594|Drama
595|Crime
595|Drama
597|Drama
597|Romance
597|Thriller
598|Drama
598|Crime
599|Drama
600|Drama
600|War
601|Science
601|Fiction
601|Adventure
601|Family
601|Fantasy
602|Action
602|Adventure
602|Science
602|Fiction
603|Action
603|Science
603|Fiction
604|Adventure
604|Action
604|Thriller
604|Science
604|Fiction
605|Adventure
605|Action
605|Thriller
605|Science
605|Fiction
606|Drama
607|Action
607|Adventure
607|Comedy
607|Science
607|Fiction
608|Action
608|Adventure
608|Comedy
608|Science
608|Fiction
609|Horror
612|Drama
612|Action
612|History
612|Thriller
613|Drama
613|History
613|War
615|Drama
616|Drama
616|Action
616|War
616|History
617|Crime
617|Drama
617|Mystery
618|Drama
618|History
618|Romance
618|War
619|Thriller
619|Action
619|Drama
619|Music
619|Romance
620|Comedy
620|Fantasy
621|Romance
622|Horror
622|Mystery
622|Thriller
623|Comedy
623|Crime
625|War
625|Drama
625|History
627|Drama
627|Crime
628|Horror
628|Romance
629|Drama
629|Crime
629|Thriller
630|Adventure
630|Family
630|Fantasy
634|Comedy
634|Romance
634|Drama
635|Horror
635|Mystery
635|Thriller
636|Drama
636|Mystery
636|Science
636|Fiction
637|Comedy
637|Drama
638|Drama
638|Thriller
638|Mystery
639|Comedy
639|Romance
639|Drama
640|Drama
640|Crime
641|Drama
642|History
642|Drama
642|Western
642|Crime
643|Drama
643|History
644|Drama
644|Science
644|Fiction
644|Adventure
646|Adventure
646|Action
646|Thriller
650|Crime
650|Drama
651|Comedy
651|Drama
651|War
652|Adventure
652|Drama
652|War
654|Crime
654|Drama
655|Drama
657|Action
657|Thriller
657|Adventure
658|Adventure
658|Action
658|Thriller
660|Adventure
660|Action
660|Thriller
663|Horror
663|Thriller
663|Crime
664|Action
664|Adventure
664|Drama
665|Action
665|Adventure
665|Drama
665|History
666|Drama
667|Action
667|Thriller
667|Adventure
668|Adventure
668|Action
668|Thriller
670|Drama
670|Thriller
670|Mystery
670|Action
671|Adventure
671|Fantasy
671|Family
672|Adventure
672|Fantasy
672|Family
673|Adventure
673|Fantasy
673|Family
674|Adventure
674|Fantasy
674|Family
675|Adventure
675|Fantasy
675|Family
675|Mystery
676|History
676|Romance
676|War
679|Horror
679|Action
679|Thriller
679|Science
679|Fiction
680|Thriller
680|Crime
681|Adventure
681|Action
681|Thriller
682|Adventure
682|Action
682|Thriller
686|Drama
686|Science
686|Fiction
686|Mystery
687|Drama
688|Drama
688|Romance
691|Adventure
691|Action
691|Thriller
692|Comedy
692|Crime
693|Comedy
693|Romance
694|Horror
694|Thriller
695|Comedy
695|Drama
696|Comedy
696|Drama
696|Romance
698|Action
698|Adventure
698|Thriller
698|Science
698|Fiction
699|Adventure
699|Action
699|Thriller
700|Adventure
700|Action
700|Thriller
702|Drama
703|Comedy
703|Drama
703|Romance
704|Comedy
704|Music
705|Drama
707|Adventure
707|Action
707|Thriller
708|Action
708|Adventure
708|Thriller
709|Adventure
709|Action
709|Thriller
710|Adventure
710|Action
710|Thriller
711|Drama
712|Comedy
712|Drama
712|Romance
713|Drama
713|Romance
714|Adventure
714|Action
714|Thriller
744|Action
744|Romance
744|War
745|Mystery
745|Thriller
745|Drama
746|Drama
746|History
747|Horror
747|Comedy
752|Action
752|Thriller
752|Fantasy
754|Action
754|Crime
754|Science
754|Fiction
754|Thriller
755|Horror
755|Action
755|Thriller
755|Crime
756|Animation
756|Family
756|Music
762|Adventure
762|Comedy
762|Fantasy
763|Horror
763|Comedy
764|Horror
765|Horror
765|Comedy
765|Fantasy
767|Adventure
767|Fantasy
767|Family
768|Horror
768|Mystery
768|Thriller
769|Drama
769|Crime
770|Drama
770|Romance
770|War
771|Comedy
771|Family
772|Comedy
772|Family
772|Adventure
772|Crime
773|Comedy
773|Drama
782|Thriller
782|Science
782|Fiction
782|Mystery
782|Romance
783|Drama
783|History
784|Music
784|Drama
784|Comedy
786|Drama
786|Music
787|Action
787|Comedy
787|Drama
787|Thriller
788|Comedy
788|Drama
788|Family
790|Horror
791|Horror
791|Thriller
792|Drama
792|War
792|Action
793|Crime
793|Drama
793|Mystery
793|Thriller
794|Horror
794|Thriller
795|Drama
795|Fantasy
795|Romance
796|Drama
796|Romance
796|Thriller
801|Comedy
801|Drama
801|War
802|Drama
802|Romance
804|Comedy
804|Romance
805|Horror
805|Drama
805|Mystery
806|Drama
806|Horror
806|Thriller
807|Crime
807|Mystery
807|Thriller
808|Adventure
808|Animation
808|Comedy
808|Family
808|Fantasy
809|Adventure
809|Animation
809|Comedy
809|Family
809|Fantasy
810|Fantasy
810|Adventure
810|Animation
810|Comedy
810|Family
812|Animation
812|Family
812|Comedy
812|Adventure
812|Fantasy
812|Romance
813|Comedy
814|Horror
814|Comedy
816|Science
816|Fiction
816|Comedy
816|Crime
817|Adventure
817|Comedy
817|Crime
817|Science
817|Fiction
818|Comedy
818|Crime
818|Science
818|Fiction
819|Crime
819|Drama
819|Thriller
820|Drama
820|Thriller
820|History
821|Drama
821|History
824|Drama
824|Music
824|Romance
825|Drama
826|Drama
826|History
826|War
829|Crime
829|Drama
829|Mystery
829|Thriller
830|Adventure
830|Science
830|Fiction
830|Action
834|Fantasy
834|Action
834|Science
834|Fiction
834|Thriller
837|Horror
837|Mystery
837|Science
837|Fiction
838|Comedy
838|Drama
840|Science
840|Fiction
840|Drama
841|Action
841|Science
841|Fiction
841|Adventure
842|Drama
842|History
842|Thriller
843|Drama
843|Romance
844|Fantasy
844|Drama
844|Science
844|Fiction
844|Romance
845|Crime
845|Drama
845|Thriller
846|Mystery
846|Science
846|Fiction
846|Thriller
847|Adventure
847|Drama
847|Action
848|Fantasy
849|Fantasy
849|Action
849|Adventure
850|Comedy
850|Family
853|War
854|Romance
854|Comedy
854|Crime
854|Fantasy
855|Action
855|History
855|War
856|Fantasy
856|Animation
856|Comedy
856|Crime
856|Family
857|Drama
857|History
857|War
858|Comedy
858|Drama
858|Romance
859|Drama
859|Romance
860|Thriller
860|Science
860|Fiction
861|Action
861|Adventure
861|Science
861|Fiction
862|Animation
862|Comedy
862|Family
863|Animation
863|Comedy
863|Family
864|Comedy
865|Action
865|Science
865|Fiction
866|Drama
867|Drama
867|Thriller
868|Crime
868|Drama
869|Thriller
869|Science
869|Fiction
869|Action
869|Adventure
871|Adventure
871|Drama
871|Action
872|Comedy
872|Music
872|Romance
873|Drama
874|Drama
874|History
877|Action
877|Adventure
877|Crime
877|Drama
877|Thriller
879|Adventure
879|Fantasy
879|Comedy
879|Family
881|Drama
883|Comedy
883|Drama
887|Drama
887|History
887|Romance
888|Fantasy
888|Comedy
888|Family
889|Science
889|Fiction
889|Comedy
889|Family
889|Romance
891|Drama
891|History
891|Mystery
891|Thriller
892|Comedy
892|Science
892|Fiction
892|Fantasy
896|Drama
897|Drama
898|Drama
901|Comedy
901|Drama
901|Romance
902|Fantasy
902|Science
902|Fiction
902|Adventure
903|Crime
903|Drama
907|Drama
907|Romance
907|War
913|Drama
913|Crime
